y,batch,user_id,n_list,x_sage_0,x_sage_1,x_sage_2,x_sage_3,x_sage_4,x_sage_5,x_sage_6,x_sage_7,x_sage_8,x_sage_9,x_sage_10,x_sage_11,x_sage_12,x_sage_13,x_sage_14,x_sage_15,x_n_nodes,x_n_edges,x_mean_deg,x_n_cc,x_n_q_seeds,x_seed_frac,x_lcc_frac
0.5,12,8,4,0.6,0.341667,0.55,0.725,0.545595,0.480952,0.505006,0.725,0.545595,0.480952,0.505006,0.725,0.62684,0.401307,0.526491,0.725,1,0.5125,0.341667,0.35,1,0.6,0.725
0.5,12,9,4,0.525,0.225,0.55,0.55,0.485417,0.271528,0.561875,0.55,0.485417,0.271528,0.561875,0.55,0.514236,0.241551,0.553333,0.55,1,0.3375,0.225,0.45,0.875,0.525,0.55
0,12,10,4,0.425,0.0916667,0.55,0.25,0.4375,0.1125,0.542917,0.25,0.4375,0.1125,0.542917,0.25,0.43125,0.09375,0.550625,0.25,1,0.1375,0.0916667,0.725,0.708333,0.425,0.25
0.75,12,11,4,0.8,0.6,0.55,0.825,0.801786,0.654375,0.551786,0.825,0.801786,0.654375,0.551786,0.825,0.804645,0.633896,0.545569,0.825,1,0.9,0.6,0.25,1.33333,0.8,0.825
0.75,12,12,4,0.775,0.558333,0.55,0.925,0.765675,0.613219,0.532824,0.925,0.765675,0.613219,0.532824,0.925,0.775817,0.585846,0.551874,0.925,1,0.8375,0.558333,0.175,1.29167,0.775,0.925
0.5,12,13,4,0.45,0.275,0.55,0.6,0.463333,0.328889,0.545375,0.6,0.463333,0.328889,0.545375,0.6,0.459403,0.311403,0.555547,0.6,1,0.4125,0.275,0.5,0.75,0.45,0.6
0.75,12,14,4,0.5,0.308333,0.55,0.7,0.507083,0.362569,0.522292,0.7,0.507083,0.362569,0.522292,0.7,0.491299,0.341922,0.541277,0.7,1,0.4625,0.308333,0.4,0.833333,0.5,0.7
0.5,12,15,4,0.625,0.45,0.55,0.65,0.62494,0.498819,0.53856,0.65,0.62494,0.498819,0.53856,0.65,0.616274,0.479956,0.543751,0.65,1,0.675,0.45,0.4,1.04167,0.625,0.65
0.75,12,16,4,0.375,0.416667,0.55,0.65,0.364583,0.476771,0.539854,0.65,0.364583,0.476771,0.539854,0.65,0.373802,0.453766,0.553257,0.65,1,0.625,0.416667,0.35,0.625,0.375,0.65
0.75,12,17,4,0.6,0.375,0.55,0.7,0.583542,0.424375,0.534604,0.7,0.583542,0.424375,0.534604,0.7,0.585571,0.402721,0.538741,0.7,1,0.5625,0.375,0.375,1,0.6,0.7
0,12,18,4,0.3,0.05,0.55,0.225,0.320833,0.0638889,0.535,0.225,0.320833,0.0638889,0.535,0.225,0.304167,0.0541667,0.54625,0.225,1,0.075,0.05,0.85,0.5,0.3,0.225
0.25,12,19,4,0.35,0.133333,0.55,0.475,0.325,0.16875,0.549375,0.475,0.325,0.16875,0.549375,0.475,0.330208,0.151736,0.544167,0.475,1,0.2,0.133333,0.6,0.583333,0.35,0.475
0.5,13,0,4,0.325,0.183333,0.55,0.475,0.290833,0.224028,0.560208,0.475,0.290833,0.224028,0.560208,0.475,0.313125,0.203819,0.547771,0.475,1,0.275,0.183333,0.55,0.541667,0.325,0.475
0.5,13,1,4,0.525,0.408333,0.55,0.65,0.556429,0.445883,0.544077,0.65,0.556429,0.445883,0.544077,0.65,0.525099,0.428333,0.54266,0.65,1,0.6125,0.408333,0.4,0.875,0.525,0.65
0.25,13,2,4,0.4,0.0666667,0.55,0.225,0.4,0.0708333,0.55,0.225,0.4,0.0708333,0.55,0.225,0.4,0.06875,0.55,0.225,1,0.1,0.0666667,0.8,0.666667,0.4,0.225
0.5,13,3,4,0.55,0.383333,0.55,0.525,0.570833,0.403026,0.546458,0.525,0.570833,0.403026,0.546458,0.525,0.550694,0.394019,0.552913,0.525,1,0.575,0.383333,0.575,0.916667,0.55,0.525
0.5,13,4,4,0.3,0.2,0.55,0.525,0.295833,0.2525,0.5505,0.525,0.295833,0.2525,0.5505,0.525,0.307,0.229583,0.551117,0.525,1,0.3,0.2,0.575,0.5,0.3,0.525
0.5,13,5,4,0.575,0.241667,0.55,0.7,0.570833,0.293403,0.560417,0.7,0.570833,0.293403,0.560417,0.7,0.580556,0.272049,0.536979,0.7,1,0.3625,0.241667,0.4,0.958333,0.575,0.7
0.5,13,6,4,0.375,0.258333,0.55,0.575,0.3825,0.308611,0.524708,0.575,0.3825,0.308611,0.524708,0.575,0.395208,0.285214,0.551285,0.575,1,0.3875,0.258333,0.525,0.625,0.375,0.575
0.25,13,7,4,0.475,0.266667,0.55,0.525,0.490595,0.307778,0.572476,0.525,0.490595,0.307778,0.572476,0.525,0.480786,0.290305,0.556397,0.525,1,0.4,0.266667,0.55,0.791667,0.475,0.525
0,13,8,4,0.5,0.183333,0.55,0.475,0.495833,0.227431,0.544167,0.475,0.495833,0.227431,0.544167,0.475,0.497049,0.20162,0.545781,0.475,1,0.275,0.183333,0.575,0.833333,0.5,0.475
0.25,13,9,4,0.4,0.208333,0.55,0.575,0.374167,0.242222,0.544,0.575,0.374167,0.242222,0.544,0.575,0.370625,0.220278,0.552194,0.575,1,0.3125,0.208333,0.525,0.666667,0.4,0.575
0.25,13,10,4,0.325,0.275,0.55,0.45,0.31619,0.305481,0.564405,0.45,0.31619,0.305481,0.564405,0.45,0.325647,0.291028,0.550328,0.45,1,0.4125,0.275,0.65,0.541667,0.325,0.45
0.25,13,11,4,0.525,0.183333,0.55,0.475,0.5275,0.211458,0.585625,0.475,0.5275,0.211458,0.585625,0.475,0.506042,0.19864,0.56876,0.475,1,0.275,0.183333,0.6,0.875,0.525,0.475
0,13,12,4,0.275,0.0666667,0.55,0.2,0.2875,0.075,0.5425,0.2,0.2875,0.075,0.5425,0.2,0.2875,0.06875,0.5525,0.2,1,0.1,0.0666667,0.8,0.458333,0.275,0.2
0.25,13,13,4,0.5,0.25,0.55,0.475,0.481845,0.283304,0.573798,0.475,0.481845,0.283304,0.573798,0.475,0.484129,0.267217,0.55725,0.475,1,0.375,0.25,0.575,0.833333,0.5,0.475
0.25,13,14,4,0.275,0.133333,0.55,0.375,0.327083,0.173611,0.575208,0.375,0.327083,0.173611,0.575208,0.375,0.26875,0.142448,0.559167,0.375,1,0.2,0.133333,0.7,0.458333,0.275,0.375
0.5,13,15,4,0.6,0.458333,0.55,0.675,0.610298,0.537242,0.513699,0.675,0.610298,0.537242,0.513699,0.675,0.604304,0.498415,0.531214,0.675,1,0.6875,0.458333,0.4,1,0.6,0.675
0.25,13,16,4,0.6,0.425,0.55,0.6,0.634484,0.442604,0.519797,0.6,0.634484,0.442604,0.519797,0.6,0.615032,0.438002,0.53356,0.6,1,0.6375,0.425,0.45,1,0.6,0.6
0.5,13,17,4,0.625,0.283333,0.55,0.625,0.620833,0.321181,0.531875,0.625,0.620833,0.321181,0.531875,0.625,0.620833,0.302054,0.55592,0.625,1,0.425,0.283333,0.375,1.04167,0.625,0.625
0,13,18,4,0.3,0.0416667,0.55,0.225,0.316667,0.0583333,0.551667,0.225,0.316667,0.0583333,0.551667,0.225,0.3,0.0416667,0.55,0.225,1,0.0625,0.0416667,0.875,0.5,0.3,0.225
0.25,13,19,4,0.425,0.233333,0.55,0.65,0.433333,0.271528,0.578542,0.65,0.433333,0.271528,0.578542,0.65,0.396528,0.254514,0.568021,0.65,1,0.35,0.233333,0.425,0.708333,0.425,0.65
0.5,14,0,4,0.55,0.3,0.55,0.675,0.56125,0.394167,0.529458,0.675,0.56125,0.394167,0.529458,0.675,0.551035,0.332157,0.533771,0.675,1,0.45,0.3,0.425,0.916667,0.55,0.675
0,14,1,4,0.425,0.15,0.55,0.45,0.4375,0.178472,0.526042,0.45,0.4375,0.178472,0.526042,0.45,0.417708,0.165972,0.527865,0.45,1,0.225,0.15,0.65,0.708333,0.425,0.45
0.75,14,2,4,0.625,0.391667,0.55,0.8,0.64125,0.45125,0.532958,0.8,0.64125,0.45125,0.532958,0.8,0.624319,0.427971,0.556692,0.8,1,0.5875,0.391667,0.275,1.04167,0.625,0.8
0.25,14,3,4,0.2,0.133333,0.55,0.4,0.2,0.155208,0.57,0.4,0.2,0.155208,0.57,0.4,0.2,0.139062,0.55,0.4,1,0.2,0.133333,0.625,0.333333,0.2,0.4
0.5,14,4,4,0.4,0.3,0.55,0.675,0.406667,0.337431,0.522458,0.675,0.406667,0.337431,0.522458,0.675,0.399931,0.318669,0.545104,0.675,1,0.45,0.3,0.375,0.666667,0.4,0.675
0.5,14,5,4,0.575,0.308333,0.55,0.65,0.55,0.353125,0.561458,0.65,0.55,0.353125,0.561458,0.65,0.570486,0.331221,0.553472,0.65,1,0.4625,0.308333,0.35,0.958333,0.575,0.65
0.25,14,6,4,0.525,0.325,0.55,0.525,0.566786,0.379226,0.531423,0.525,0.566786,0.379226,0.531423,0.525,0.52585,0.346821,0.55338,0.525,1,0.4875,0.325,0.4,0.875,0.525,0.525
0.5,14,7,4,0.525,0.2,0.55,0.55,0.552083,0.236806,0.55,0.55,0.552083,0.236806,0.55,0.55,0.53559,0.221817,0.533368,0.55,1,0.3,0.2,0.525,0.875,0.525,0.55
0,14,8,4,0.325,0.0666667,0.55,0.2,0.325,0.0666667,0.55,0.2,0.325,0.0666667,0.55,0.2,0.325,0.0666667,0.55,0.2,1,0.1,0.0666667,0.825,0.541667,0.325,0.2
0.5,14,9,4,0.35,0.208333,0.55,0.575,0.322917,0.246181,0.554375,0.575,0.322917,0.246181,0.554375,0.575,0.363194,0.223785,0.558715,0.575,1,0.3125,0.208333,0.425,0.583333,0.35,0.575
0.5,14,10,4,0.425,0.258333,0.55,0.575,0.42125,0.304514,0.57075,0.575,0.42125,0.304514,0.57075,0.575,0.429389,0.293588,0.568136,0.575,1,0.3875,0.258333,0.525,0.708333,0.425,0.575
0.25,14,11,4,0.425,0.308333,0.55,0.45,0.389315,0.330883,0.561006,0.45,0.389315,0.330883,0.561006,0.45,0.417883,0.317621,0.549003,0.45,1,0.4625,0.308333,0.55,0.708333,0.425,0.45
0.25,14,12,4,0.575,0.391667,0.55,0.65,0.546885,0.441319,0.522538,0.65,0.546885,0.441319,0.522538,0.65,0.566118,0.413936,0.534667,0.65,1,0.5875,0.391667,0.375,0.958333,0.575,0.65
0.5,14,13,4,0.425,0.316667,0.55,0.55,0.439167,0.350417,0.556875,0.55,0.439167,0.350417,0.556875,0.55,0.426153,0.334212,0.561354,0.55,1,0.475,0.316667,0.5,0.708333,0.425,0.55
0.25,14,14,4,0.45,0.183333,0.55,0.525,0.422917,0.210764,0.533125,0.525,0.422917,0.210764,0.533125,0.525,0.435417,0.194965,0.547083,0.525,1,0.275,0.183333,0.55,0.75,0.45,0.525
0,14,15,4,0.425,0.0916667,0.55,0.275,0.375,0.1125,0.545,0.275,0.375,0.1125,0.545,0.275,0.425,0.09375,0.553125,0.275,1,0.1375,0.0916667,0.725,0.708333,0.425,0.275
0.5,14,16,4,0.3,0.125,0.55,0.4,0.28125,0.142708,0.560625,0.4,0.28125,0.142708,0.560625,0.4,0.285417,0.138194,0.560312,0.4,1,0.1875,0.125,0.7,0.5,0.3,0.4
0.5,14,17,4,0.35,0.175,0.55,0.475,0.322917,0.277778,0.537708,0.475,0.322917,0.277778,0.537708,0.475,0.336806,0.197222,0.552639,0.475,1,0.2625,0.175,0.55,0.583333,0.35,0.475
0.75,14,18,4,0.6,0.3,0.55,0.675,0.640417,0.362917,0.5525,0.675,0.640417,0.362917,0.5525,0.675,0.626688,0.341706,0.558583,0.675,1,0.45,0.3,0.375,1,0.6,0.675
0,14,19,4,0.2,0.075,0.55,0.275,0.2,0.0888889,0.554167,0.275,0.2,0.0888889,0.554167,0.275,0.2,0.0777778,0.553333,0.275,1,0.1125,0.075,0.8,0.333333,0.2,0.275
