user_id,score,n_leaf,rank,dissolve_how,score_col,selected
548689,30.184798676544425,1,3444,sum,shift_l2,0
828979,30.183163772019686,2,3445,sum,shift_l2,0
147709,30.18048531105654,1,3446,sum,shift_l2,0
400242,30.173937068758427,1,3447,sum,shift_l2,0
816239,30.17338836517102,1,3448,sum,shift_l2,0
642162,30.170284359919865,1,3449,sum,shift_l2,0
547164,30.168385441150946,1,3450,sum,shift_l2,0
236108,30.160130655931273,1,3451,sum,shift_l2,0
96795,30.15924507635772,1,3452,sum,shift_l2,0
286875,30.15698318570795,1,3453,sum,shift_l2,0
274539,30.155361988695716,1,3454,sum,shift_l2,0
